Attendance,Hours_Studied,Prev_GPA,Quiz_Avg,Midterm_Score,Assignment_Avg,Presentation_Marks,Internal_Marks,Final_Score,Total_Weighted,Grade,GPA_Points
69.8,12,3.39,71.29,83.91,73.66,83.03,52.73,91.79,82.54,A-,3.7
74.2,7,3.58,89.12,80.21,81.04,99.99,78.6,80.27,82.56,A-,3.7
67.3,11,2.99,68.95,53.76,75.23,74.96,67.22,58.12,61.66,C,2.0
82.4,9,2.64,75.34,75.98,87.7,78.96,100.0,64.82,73.94,B,3.0
72.8,5,2.06,71.25,42.82,65.13,67.29,68.66,49.29,54.42,C-,1.7
84.8,8,3.49,51.28,70.25,100.0,100.0,98.15,60.65,69.42,B-,2.7
63.3,1,3.25,49.96,53.42,57.92,65.39,50.06,59.59,56.25,C-,1.7
86.0,10,2.42,82.32,76.0,73.6,98.38,69.86,53.99,68.72,B-,2.7
92.0,9,2.68,67.16,76.57,100.0,74.36,79.58,70.45,75.09,B,3.0
58.1,10,2.72,91.54,76.39,76.47,58.22,62.98,78.39,77.89,B+,3.3
86.5,12,2.11,91.99,75.09,67.71,87.72,71.58,76.27,77.81,B+,3.3
96.7,9,2.51,88.8,61.3,86.64,70.53,74.96,59.63,68.44,B-,2.7
67.5,8,2.32,100.0,62.45,73.93,82.8,70.36,73.43,75.04,B,3.0
100.0,4,2.75,74.55,83.53,71.77,24.67,100.0,59.02,69.08,B-,2.7
87.0,5,2.56,84.17,84.53,67.29,72.53,79.74,70.7,76.38,B,3.0
73.5,12,2.02,67.06,50.48,100.0,65.56,82.54,68.23,67.38,C+,2.3
81.3,13,4.0,100.0,53.74,88.21,64.09,92.79,77.54,76.11,B,3.0
88.7,7,3.75,100.0,62.14,63.66,68.81,89.35,62.0,69.61,B-,2.7
82.9,8,2.53,76.19,85.73,99.93,63.68,74.85,86.94,84.56,A-,3.7
88.5,4,3.16,82.09,88.73,89.62,73.43,71.8,75.8,81.04,B+,3.3
71.0,12,3.25,100.0,58.7,77.3,53.89,82.84,77.6,75.28,B,3.0
84.0,10,3.71,80.03,80.16,77.04,85.93,98.44,93.06,86.19,A-,3.7
65.0,15,2.51,69.19,100.0,93.12,100.0,94.81,98.13,93.68,A,4.0
80.7,4,3.66,90.62,77.15,80.55,80.57,74.14,83.6,82.11,A-,3.7
71.2,6,2.67,75.18,89.74,56.89,86.56,84.75,74.53,77.78,B+,3.3
73.2,8,2.2,76.46,82.7,100.0,91.42,71.0,82.11,83.11,A-,3.7
96.8,10,3.43,69.89,60.84,83.19,100.0,82.87,70.49,71.35,B-,2.7
95.1,7,3.77,55.72,71.45,100.0,100.0,74.86,58.26,68.27,B-,2.7
89.3,4,4.0,83.27,73.29,100.0,68.74,77.19,75.13,78.16,B+,3.3
68.9,11,2.28,89.28,70.38,69.7,60.78,94.49,72.79,74.84,B,3.0
78.2,10,3.42,77.11,88.16,98.9,92.6,81.79,87.33,87.15,A,4.0
96.6,4,2.75,97.01,75.0,73.64,86.21,77.35,68.69,76.32,B,3.0
83.7,13,3.47,72.79,29.37,66.95,95.31,63.09,48.09,52.11,D+,1.3
100.0,12,2.12,63.06,50.87,79.78,100.0,74.55,67.38,65.84,C+,2.3
86.7,8,2.24,74.22,33.23,86.0,73.43,71.85,38.76,50.81,D,1.0
84.3,8,2.53,74.91,71.96,76.6,81.82,64.54,81.91,76.97,B,3.0
78.3,10,3.05,90.58,75.88,81.35,59.38,79.33,71.82,76.35,B,3.0
83.6,4,2.62,62.02,71.17,93.36,100.0,67.63,67.49,71.81,B-,2.7
80.2,8,3.4,99.74,56.88,86.5,71.16,80.34,74.02,75.01,B,3.0
90.5,1,3.62,100.0,80.02,72.11,68.68,77.93,77.26,80.45,B+,3.3
93.5,11,3.36,81.9,86.95,96.91,74.25,69.11,66.48,77.48,B+,3.3
72.6,1,3.97,94.59,48.76,84.21,62.23,70.26,67.65,68.48,B-,2.7
66.0,14,3.25,65.55,50.94,57.14,66.27,82.48,65.02,61.73,C,2.0
60.0,6,2.27,87.41,64.28,82.42,59.85,87.86,58.27,68.12,B-,2.7
88.1,7,3.82,96.7,100.0,91.69,54.41,84.58,77.93,86.79,A,4.0
68.8,5,2.64,85.89,93.14,79.18,56.8,63.67,71.09,78.55,B+,3.3
56.2,6,3.55,75.79,78.03,92.72,100.0,81.61,61.32,73.76,B,3.0
86.7,13,3.94,41.22,66.85,83.46,96.77,100.0,87.93,76.25,B,3.0
100.0,1,3.27,66.15,82.97,85.82,90.45,88.61,84.43,81.97,B+,3.3
81.9,13,2.1,68.3,63.45,64.89,96.88,85.36,70.74,70.01,B-,2.7
92.1,9,2.45,62.64,58.03,88.2,100.0,87.47,61.44,66.67,C+,2.3
83.0,3,3.79,79.39,36.26,100.0,43.67,97.72,53.24,59.34,C,2.0
80.8,3,2.9,67.5,68.42,67.84,49.64,88.84,68.28,68.25,B-,2.7
93.0,14,3.05,70.93,66.22,80.18,66.83,91.23,88.75,78.62,B+,3.3
78.5,4,3.46,60.61,71.03,73.97,66.03,91.45,58.72,65.61,C+,2.3
85.2,3,3.42,65.57,32.51,83.86,68.89,61.16,37.35,47.79,F,0.0
85.9,12,3.17,98.49,77.39,74.91,71.62,60.64,92.23,85.12,A-,3.7
74.0,9,2.87,67.26,31.28,88.23,79.13,79.38,35.4,48.82,D,1.0
93.9,4,2.81,67.71,85.84,91.59,74.07,76.39,61.11,72.74,B,3.0
79.9,8,3.51,72.78,80.98,92.04,64.62,72.02,71.65,75.86,B,3.0
72.9,3,3.33,79.79,63.25,59.49,33.55,86.27,44.18,57.39,C-,1.7
88.4,12,2.85,87.48,82.64,98.58,60.77,54.56,89.05,85.03,A-,3.7
71.2,12,3.65,36.45,59.47,99.37,70.23,74.63,73.13,66.77,C+,2.3
82.3,10,2.92,94.23,73.07,94.87,72.46,72.12,69.13,76.77,B,3.0
81.9,9,2.49,98.0,82.17,86.92,54.12,53.54,87.41,84.28,A-,3.7
95.0,15,2.54,66.41,25.65,90.8,71.33,100.0,69.96,62.0,C,2.0
87.7,7,2.41,60.73,61.15,93.7,52.95,56.28,58.55,62.65,C,2.0
81.7,3,2.84,66.88,66.27,100.0,69.37,65.39,58.12,66.58,C+,2.3
91.8,9,3.74,71.1,72.3,77.0,61.12,95.15,93.79,81.77,B+,3.3
98.7,16,2.52,86.51,99.46,100.0,65.87,92.19,96.18,94.22,A,4.0
88.7,3,3.11,46.21,50.43,80.38,49.85,59.9,53.22,54.35,C-,1.7
82.1,6,2.61,58.08,57.91,79.29,70.09,84.4,72.19,67.72,B-,2.7
66.3,9,2.84,99.38,38.64,63.85,58.69,80.35,60.57,62.13,C,2.0
69.2,7,2.09,58.26,89.34,74.76,86.5,100.0,66.7,74.55,B,3.0
78.3,4,2.87,92.76,63.17,68.14,79.42,79.77,64.93,70.45,B-,2.7
74.7,12,2.88,84.72,65.38,79.82,76.13,77.41,81.1,77.15,B,3.0
79.8,17,3.32,58.02,77.32,77.98,68.81,73.17,55.66,65.19,C+,2.3
82.7,8,3.13,87.92,81.57,79.0,83.24,67.97,72.22,77.93,B+,3.3
88.4,4,2.28,70.99,71.32,73.89,83.19,61.2,76.32,73.61,B,3.0
81.2,1,3.65,68.59,100.0,82.58,75.99,94.62,71.83,80.81,B+,3.3
87.8,9,3.13,83.27,79.86,66.22,100.0,79.85,90.09,84.11,A-,3.7
82.8,12,3.12,88.28,66.72,69.81,87.43,89.07,86.68,80.4,B+,3.3
58.3,9,2.99,86.7,60.11,86.43,90.53,97.29,68.65,73.53,B,3.0
70.7,7,2.69,92.4,61.45,71.16,75.13,41.71,57.69,65.26,C+,2.3
80.3,5,3.13,82.17,45.02,94.94,86.21,93.95,57.54,65.1,C+,2.3
67.5,3,3.29,53.38,67.65,82.71,57.67,74.79,87.08,74.64,B,3.0
89.2,11,1.95,69.32,81.96,89.7,66.17,82.51,91.45,83.87,A-,3.7
100.0,11,2.68,100.0,63.61,100.0,84.71,68.82,74.32,78.31,B+,3.3
96.6,1,2.85,84.63,53.84,76.04,77.92,63.19,50.68,61.09,C,2.0
79.4,14,3.15,100.0,99.6,81.45,89.48,89.18,91.46,93.56,A,4.0
99.9,10,3.72,100.0,54.05,100.0,100.0,100.0,75.86,78.85,B+,3.3
83.8,13,2.54,83.27,39.55,91.75,51.99,93.69,48.44,58.21,C,2.0
78.0,2,2.7,76.52,46.55,75.75,52.46,89.72,53.83,59.33,C,2.0
74.6,2,2.69,71.07,39.97,94.32,73.75,68.93,64.66,63.09,C+,2.3
78.4,7,2.52,48.75,74.0,78.27,59.78,66.42,44.61,57.79,C-,1.7
77.3,10,2.79,78.16,65.12,84.28,100.0,66.96,77.29,75.7,B,3.0
84.0,15,3.46,100.0,74.23,90.99,92.02,77.9,95.93,89.53,A,4.0
83.9,10,2.37,67.88,88.32,71.65,73.46,48.13,66.57,72.13,B-,2.7
82.0,7,3.26,84.32,60.08,85.07,66.86,67.99,82.27,75.83,B,3.0
87.2,3,1.98,83.51,76.14,93.5,60.1,62.9,58.78,70.57,B-,2.7
96.3,12,2.66,67.02,97.85,92.01,79.21,78.21,86.33,86.12,A-,3.7
93.4,4,2.8,68.57,61.05,81.71,75.36,77.18,57.44,64.32,C+,2.3
64.2,14,4.0,68.95,89.01,88.28,74.0,89.29,80.37,81.74,B+,3.3
51.4,6,2.84,60.37,61.83,82.67,65.78,72.49,54.4,61.45,C,2.0
93.2,14,1.68,58.53,85.63,92.84,100.0,69.7,82.48,80.95,B+,3.3
65.6,10,1.8,59.25,40.62,86.07,95.68,45.27,61.28,59.21,C,2.0
79.3,7,3.02,98.2,43.58,78.93,79.45,68.86,59.63,64.78,C+,2.3
68.0,5,3.37,62.05,62.52,85.68,49.64,62.17,47.05,57.91,C-,1.7
60.4,6,3.23,77.06,53.94,86.92,82.85,81.68,66.66,68.63,B-,2.7
88.5,9,3.1,72.01,64.28,73.46,100.0,92.28,72.19,72.71,B,3.0
91.1,8,3.7,99.19,71.0,89.53,100.0,94.65,75.05,81.33,B+,3.3
75.1,5,2.68,93.4,78.25,53.79,84.95,84.33,88.28,82.73,A-,3.7
50.9,7,3.54,89.11,62.63,87.94,99.75,74.28,54.37,68.27,B-,2.7
75.4,8,2.02,77.81,53.04,87.14,72.18,65.91,37.38,55.5,C-,1.7
86.7,1,2.46,67.74,58.59,86.18,80.52,60.75,48.87,60.04,C,2.0
64.3,9,1.92,54.53,53.1,73.67,58.16,51.31,60.92,58.66,C,2.0
84.2,4,2.84,100.0,52.64,84.29,77.84,88.47,52.34,65.84,C+,2.3
81.8,3,2.97,62.76,41.35,97.25,96.09,71.71,43.94,55.44,C-,1.7
89.0,1,3.07,83.83,67.99,96.85,61.27,56.43,73.28,74.45,B,3.0
83.4,1,3.04,89.09,57.1,78.85,55.69,61.63,62.93,66.56,C+,2.3
70.3,2,2.44,61.86,78.65,77.86,69.94,58.05,66.3,69.65,B-,2.7
96.4,5,2.89,92.27,46.54,96.03,70.62,77.3,68.25,69.77,B-,2.7
80.1,15,2.1,90.37,63.24,66.9,88.59,93.85,66.91,71.94,B-,2.7
81.7,5,3.82,100.0,100.0,81.07,68.79,74.08,79.76,87.16,A,4.0
70.8,8,2.82,68.92,53.93,97.99,100.0,44.42,70.08,68.87,B-,2.7
76.7,9,2.71,57.52,66.03,94.51,51.6,74.16,50.85,61.22,C,2.0
71.4,8,3.95,72.96,54.09,90.97,100.0,78.35,45.04,60.5,C,2.0
79.9,7,2.25,77.02,45.32,61.82,58.12,70.74,48.85,55.05,C-,1.7
100.0,3,2.32,74.25,91.14,78.78,39.05,64.6,78.01,78.19,B+,3.3
65.5,13,2.34,71.11,72.75,75.93,79.29,80.05,73.48,73.81,B,3.0
62.6,15,2.96,51.96,75.74,90.57,74.02,81.53,82.15,76.42,B,3.0
99.7,1,3.26,82.77,41.57,72.0,53.74,75.36,31.43,49.04,D,1.0
79.5,3,3.44,100.0,74.55,69.5,43.55,81.59,72.03,75.66,B,3.0
74.0,6,4.0,86.56,91.12,60.82,77.45,73.58,84.1,83.04,A-,3.7
94.5,4,1.65,79.99,82.24,91.51,86.42,64.04,55.19,71.31,B-,2.7
74.7,10,3.37,88.54,83.64,81.15,88.48,99.27,88.79,87.21,A,4.0
100.0,5,2.67,82.14,51.11,84.07,75.2,84.01,58.44,64.84,C+,2.3
90.1,16,2.65,96.78,80.82,88.78,89.43,94.39,100.0,92.79,A,4.0
76.1,12,2.63,84.46,82.21,71.72,76.04,95.7,55.12,71.03,B-,2.7
100.0,8,2.45,72.71,41.69,68.29,49.66,84.76,66.95,61.66,C,2.0
74.7,12,4.0,71.93,58.93,77.81,56.29,96.87,64.86,66.9,C+,2.3
90.9,12,3.51,79.8,90.74,80.85,77.87,61.42,64.92,75.67,B,3.0
85.6,5,3.01,80.81,83.12,86.5,71.21,78.96,67.53,76.07,B,3.0
97.6,4,3.81,75.06,48.02,76.25,93.12,77.24,61.91,64.17,C+,2.3
100.0,8,2.09,80.68,81.68,100.0,87.59,99.45,85.73,86.16,A-,3.7
82.4,11,2.2,83.33,71.26,95.07,85.63,89.73,90.25,84.69,A-,3.7
73.0,8,1.69,84.16,77.16,87.36,64.61,62.83,83.04,80.24,B+,3.3
87.5,1,2.58,91.01,54.62,76.33,44.92,76.99,46.77,59.74,C,2.0
73.9,4,3.1,75.76,77.91,98.76,80.01,76.94,82.3,81.49,B+,3.3
100.0,7,3.06,59.52,85.64,82.52,86.59,85.5,76.85,77.94,B+,3.3
83.6,7,3.09,72.44,65.0,83.24,32.63,63.36,56.42,62.81,C,2.0
77.6,15,2.15,79.52,72.14,86.9,61.84,83.9,71.27,74.45,B,3.0
84.2,2,3.48,48.2,58.36,90.16,61.3,72.55,49.39,57.28,C-,1.7
65.8,10,3.14,98.97,97.57,91.78,78.27,82.09,86.79,91.15,A,4.0
70.3,13,3.44,84.03,72.97,82.19,65.43,71.75,67.92,73.09,B,3.0
96.4,17,1.86,86.7,59.23,80.58,78.29,72.79,59.43,67.2,C+,2.3
74.1,6,3.19,96.85,57.92,90.05,70.58,92.8,72.13,75.04,B,3.0
69.4,9,2.29,64.95,69.43,88.98,69.54,59.68,71.63,71.11,B-,2.7
88.4,10,2.76,87.49,83.93,80.16,63.98,65.19,73.7,78.06,B+,3.3
96.2,8,3.32,78.85,52.13,67.45,67.0,79.78,74.74,68.84,B-,2.7
90.6,7,3.05,75.4,100.0,81.67,56.72,67.35,75.95,81.06,B+,3.3
94.0,9,2.49,66.08,75.6,91.14,82.5,65.27,66.6,71.95,B-,2.7
72.9,1,3.0,96.97,72.45,99.66,80.27,73.46,76.03,80.73,B+,3.3
64.9,10,2.08,68.18,65.25,65.43,57.94,52.74,59.78,62.53,C,2.0
100.0,8,3.69,92.85,75.67,83.24,100.0,68.25,77.0,80.38,B+,3.3
78.1,7,2.88,48.1,66.86,77.56,68.57,100.0,37.39,55.07,C-,1.7
79.0,16,3.67,100.0,95.06,100.0,100.0,92.21,93.98,95.97,A,4.0
97.9,5,2.68,91.79,68.88,81.59,62.45,65.56,48.06,64.77,C+,2.3
88.7,6,2.69,77.29,81.1,70.94,37.35,81.69,56.1,67.35,C+,2.3
87.5,15,2.54,78.01,67.47,94.11,86.65,89.35,61.15,71.24,B-,2.7
100.0,4,3.53,84.92,75.05,80.06,81.39,92.84,60.88,72.57,B,3.0
74.3,5,2.57,100.0,53.35,64.52,71.83,71.43,54.64,63.81,C+,2.3
93.1,7,3.39,53.32,92.23,75.06,66.21,93.44,69.24,74.24,B,3.0
82.7,11,2.77,90.78,58.71,100.0,76.43,50.51,75.27,74.75,B,3.0
85.2,8,1.81,59.69,61.16,83.97,62.16,58.57,60.6,62.92,C,2.0
100.0,2,2.66,73.74,62.0,81.33,66.6,76.33,40.28,57.95,C-,1.7
88.1,5,2.29,69.75,60.81,76.47,86.62,78.08,60.98,65.94,C+,2.3
88.5,5,3.02,70.01,80.99,85.94,77.75,63.67,73.04,75.63,B,3.0
94.9,7,2.29,75.39,63.48,84.91,84.53,79.18,61.07,68.28,B-,2.7
77.6,9,3.56,63.29,95.6,89.81,74.13,71.57,79.04,81.28,B+,3.3
71.9,9,2.95,92.73,57.19,84.67,69.13,73.41,68.41,71.17,B-,2.7
69.5,1,2.89,44.3,66.92,87.64,48.45,85.56,64.5,64.64,C+,2.3
58.4,12,3.39,87.9,60.39,86.08,71.14,92.53,55.86,67.41,C+,2.3
100.0,9,3.58,77.72,82.36,76.88,20.84,68.66,70.02,72.42,B-,2.7
68.8,13,2.99,62.38,72.68,78.59,67.32,65.14,85.22,76.1,B,3.0
79.3,9,2.54,79.43,66.91,58.64,72.92,70.63,78.99,73.28,B,3.0
78.7,12,1.94,52.68,88.05,100.0,84.18,75.66,83.47,81.29,B+,3.3
85.7,9,2.59,77.83,59.76,93.58,70.39,68.02,70.45,71.07,B-,2.7
91.8,13,2.63,59.46,83.18,76.84,85.06,95.37,91.77,83.13,A-,3.7
92.3,10,3.06,87.39,61.17,83.09,39.23,85.33,86.44,77.51,B+,3.3
75.0,7,2.79,61.69,70.36,73.92,72.54,81.25,63.41,67.29,C+,2.3
80.0,17,3.41,78.78,59.41,100.0,53.31,67.81,63.22,68.01,B-,2.7
85.4,11,2.63,83.17,61.16,67.72,55.01,95.1,63.34,67.38,C+,2.3
79.0,10,2.97,67.19,70.47,86.15,73.41,39.3,98.41,81.31,B+,3.3
100.0,2,3.71,77.37,100.0,82.94,99.21,89.92,64.44,80.13,B+,3.3
87.9,2,3.21,52.32,69.64,90.95,79.71,88.11,58.01,65.95,C+,2.3
90.8,9,2.96,88.68,98.69,83.97,77.55,73.17,68.74,81.4,B+,3.3
90.0,8,2.64,100.0,73.69,62.06,74.81,94.98,73.02,77.32,B+,3.3
96.1,5,2.62,100.0,62.4,78.58,60.74,74.71,52.86,66.37,C+,2.3
84.2,8,2.49,77.35,93.61,70.31,64.19,76.85,74.27,78.79,B+,3.3
66.4,14,2.68,90.98,79.15,86.11,84.85,83.91,60.06,74.51,B,3.0
86.8,10,3.45,54.77,64.2,100.0,54.54,100.0,73.92,71.56,B-,2.7
74.2,3,2.87,95.54,73.53,58.13,81.67,91.82,79.88,79.15,B+,3.3
75.7,7,2.19,84.87,61.55,69.63,64.24,83.05,58.56,65.87,C+,2.3
89.0,4,4.0,72.44,40.88,79.07,92.56,66.92,54.75,58.86,C,2.0
96.9,6,3.19,97.21,86.63,80.07,93.95,80.66,76.81,83.7,A-,3.7
82.3,6,2.16,69.25,83.59,87.95,40.95,61.69,69.46,73.0,B,3.0
85.7,6,2.73,68.82,98.1,79.61,63.22,87.2,75.99,80.72,B+,3.3
100.0,2,3.07,82.81,75.43,86.67,58.28,77.65,74.91,76.71,B,3.0
84.9,7,4.0,65.44,70.41,79.88,46.76,65.65,79.17,72.69,B,3.0
100.0,5,2.34,90.18,81.22,83.62,54.27,76.0,62.35,73.65,B,3.0
88.8,1,3.59,60.1,82.54,91.27,100.0,64.05,65.99,73.38,B,3.0
60.9,16,3.84,68.9,100.0,81.86,93.62,86.77,98.16,91.8,A,4.0
91.0,12,2.62,66.33,72.27,95.36,100.0,67.95,58.12,69.2,B-,2.7
86.6,6,2.83,87.57,66.53,82.81,89.1,76.56,48.18,65.6,C+,2.3
97.5,8,2.38,67.62,58.42,95.42,61.52,87.38,64.71,67.62,C+,2.3
90.1,3,2.88,54.41,76.23,78.21,65.76,73.89,67.87,69.17,B-,2.7
80.3,14,2.98,72.66,49.98,92.32,90.34,76.28,59.18,64.63,C+,2.3
67.3,15,3.4,82.35,88.25,88.34,88.71,85.68,79.17,83.63,A-,3.7
79.5,8,3.65,62.44,82.56,85.0,67.76,89.91,66.29,72.9,B,3.0
71.8,12,2.55,60.5,80.14,86.89,48.6,62.28,62.07,68.17,B-,2.7
75.0,8,1.82,100.0,67.59,84.82,100.0,76.03,76.81,79.9,B+,3.3
89.1,2,2.99,61.36,91.8,65.28,69.73,92.72,57.74,69.9,B-,2.7
100.0,6,3.18,74.07,85.87,100.0,71.06,86.95,73.16,79.74,B+,3.3
86.7,8,3.15,73.36,62.16,62.55,78.91,79.68,54.87,62.68,C,2.0
67.6,6,2.8,67.84,57.73,71.94,67.79,83.12,44.96,57.33,C-,1.7
87.3,7,3.07,87.23,56.84,82.78,78.12,84.24,73.84,73.23,B,3.0
96.4,7,3.91,96.4,84.0,93.13,100.0,92.73,76.84,85.14,A-,3.7
74.7,7,3.23,72.7,54.29,100.0,73.05,48.95,63.93,66.15,C+,2.3
80.4,8,2.78,58.21,87.09,60.46,53.83,55.01,52.93,63.16,C+,2.3
82.2,3,2.7,92.24,87.29,73.03,68.21,87.19,65.4,76.89,B,3.0
72.6,5,2.9,72.93,53.3,54.84,64.0,53.29,62.17,60.48,C,2.0
89.8,2,3.98,100.0,68.33,84.68,100.0,83.92,97.32,88.67,A,4.0
80.5,11,2.89,45.63,72.58,88.57,98.39,74.38,49.08,62.12,C,2.0
87.0,1,2.99,76.29,80.5,98.45,73.3,59.41,66.34,74.59,B,3.0
71.4,12,2.71,100.0,97.13,85.83,53.36,83.28,89.16,90.36,A,4.0
76.8,13,3.66,78.12,49.45,100.0,59.35,86.23,61.52,65.97,C+,2.3
90.7,6,4.0,77.89,69.18,94.28,79.54,100.0,80.75,79.68,B+,3.3
77.5,1,3.27,77.96,62.27,74.31,77.58,64.78,51.41,62.38,C,2.0
100.0,6,3.05,70.02,48.99,67.49,69.66,98.56,58.92,61.48,C,2.0
77.2,7,3.02,72.02,61.94,86.0,66.06,81.63,59.14,65.93,C+,2.3
84.7,3,1.57,63.78,68.69,56.94,56.18,59.6,66.9,64.98,C+,2.3
93.2,5,3.45,69.21,67.16,100.0,76.2,89.81,61.16,69.94,B-,2.7
65.0,14,3.08,99.05,48.91,84.68,35.73,88.54,63.78,67.28,C+,2.3
60.9,10,3.26,85.05,100.0,98.47,56.31,78.63,94.46,92.13,A,4.0
63.7,4,2.57,75.21,68.71,71.69,58.16,75.18,51.75,62.99,C+,2.3
97.2,1,2.77,85.63,68.29,82.73,93.24,65.14,64.71,71.99,B-,2.7
75.4,6,2.75,70.77,50.17,83.25,58.09,63.18,38.22,52.84,D+,1.3
100.0,7,3.61,69.73,78.51,86.8,82.59,91.97,62.67,72.56,B,3.0
75.2,9,2.77,67.86,67.27,77.71,78.98,73.76,69.99,70.4,B-,2.7
84.2,5,4.0,79.95,42.7,90.63,100.0,78.8,50.92,61.04,C,2.0
100.0,10,3.26,66.15,57.92,76.93,100.0,85.96,60.28,65.51,C+,2.3
100.0,15,2.23,73.92,87.14,72.91,78.38,85.13,83.17,81.6,B+,3.3
100.0,11,2.92,73.64,100.0,100.0,70.82,61.37,77.41,83.62,A-,3.7
96.5,7,2.61,100.0,75.86,91.72,63.04,95.0,82.42,84.01,A-,3.7
94.3,7,1.68,31.44,83.7,79.84,66.71,74.75,64.86,66.64,C+,2.3
89.1,6,3.96,78.26,71.46,100.0,71.14,78.11,76.54,77.68,B+,3.3
91.3,12,3.42,100.0,74.83,86.0,91.18,89.24,92.51,88.33,A,4.0
75.4,5,3.32,78.15,86.78,98.19,81.89,79.63,79.58,83.14,A-,3.7
72.2,8,3.1,88.52,96.82,85.33,85.87,87.96,98.37,94.06,A,4.0
82.0,8,2.17,75.98,88.3,68.18,95.15,82.01,82.93,82.32,A-,3.7
80.0,5,2.71,64.33,50.28,100.0,100.0,84.39,54.27,63.15,C+,2.3
76.6,2,3.51,41.47,67.03,92.99,75.34,94.01,74.01,70.35,B-,2.7
90.4,9,2.37,79.9,74.26,81.37,94.61,89.19,74.33,77.61,B+,3.3
93.5,7,1.5,60.62,61.1,86.98,63.92,70.0,53.98,61.35,C,2.0
83.1,10,2.86,66.74,77.96,79.91,98.08,63.03,74.67,75.42,B,3.0
99.7,5,2.91,69.63,83.24,93.06,94.22,100.0,84.9,84.23,A-,3.7
68.3,12,3.08,100.0,88.59,56.86,95.7,76.22,85.97,85.82,A-,3.7
79.7,4,3.44,100.0,96.5,70.29,76.22,69.91,97.76,92.57,A,4.0
73.4,14,3.38,85.92,70.39,100.0,68.63,58.35,87.21,81.72,B+,3.3
59.6,1,3.16,64.33,42.48,74.3,44.2,76.04,53.96,55.3,C-,1.7
81.0,9,3.72,63.62,80.01,89.77,78.56,83.36,64.41,72.38,B-,2.7
80.5,9,2.09,81.74,97.85,64.55,100.0,53.5,75.71,81.14,B+,3.3
100.0,4,3.3,100.0,63.37,100.0,70.42,84.35,70.05,76.6,B,3.0
89.6,9,3.38,77.07,84.77,100.0,92.91,73.81,85.97,85.48,A-,3.7
69.7,13,2.26,41.43,81.24,80.7,90.3,100.0,78.07,75.34,B,3.0
100.0,1,2.1,81.15,67.16,72.24,63.99,63.13,60.31,66.67,C+,2.3
96.7,10,2.55,93.65,71.98,97.23,100.0,72.78,76.28,80.92,B+,3.3
89.0,1,2.6,48.21,50.23,100.0,17.64,59.75,55.65,55.92,C-,1.7
79.3,4,3.45,79.18,33.02,93.98,52.52,94.42,44.87,54.82,C-,1.7
70.5,14,2.63,86.14,54.58,100.0,60.89,74.15,85.54,77.53,B+,3.3
77.5,5,2.49,72.11,59.97,68.14,56.46,63.06,37.1,53.44,D+,1.3
95.1,3,2.63,62.27,84.69,70.3,78.18,84.03,81.74,78.35,B+,3.3
100.0,7,3.67,96.82,72.93,73.31,84.8,62.26,72.35,76.38,B,3.0
100.0,16,3.01,79.19,69.94,96.54,90.33,93.99,88.27,83.54,A-,3.7
76.1,1,2.89,49.59,50.61,79.98,80.6,96.81,56.17,59.43,C,2.0
68.6,3,2.93,41.94,76.19,76.86,53.58,80.61,64.2,65.41,C+,2.3
83.7,13,3.78,100.0,99.32,100.0,60.66,93.52,97.18,96.41,A,4.0
60.8,15,2.55,88.03,88.79,99.57,83.91,90.96,93.14,91.36,A,4.0
85.9,7,3.79,81.97,83.35,68.34,67.31,100.0,72.27,77.24,B+,3.3
80.2,3,3.13,68.04,44.03,73.48,44.37,91.58,62.39,60.31,C,2.0
76.4,16,2.9,74.51,69.81,98.28,97.92,88.6,66.66,74.45,B,3.0
62.9,14,4.0,67.95,100.0,84.48,100.0,96.74,88.92,89.05,A,4.0
88.2,10,2.37,70.83,88.25,73.72,100.0,64.9,83.33,81.63,B+,3.3
75.6,4,2.79,41.72,41.92,91.74,74.89,84.39,60.09,57.91,C-,1.7
68.0,7,2.26,61.7,64.85,63.27,82.01,58.66,64.06,64.45,C+,2.3
47.5,7,3.57,71.27,74.74,78.31,98.59,70.79,67.13,72.53,B,3.0
81.7,9,4.0,91.62,63.28,92.41,68.92,39.31,79.42,75.98,B,3.0
100.0,13,4.0,86.5,43.15,86.21,100.0,92.72,61.55,66.64,C+,2.3
100.0,11,3.73,96.54,79.2,100.0,87.58,75.61,99.41,92.21,A,4.0
76.5,3,2.88,93.51,53.67,72.44,87.72,88.83,60.17,67.58,C+,2.3
74.8,13,2.78,95.57,60.16,100.0,81.05,85.16,58.01,70.89,B-,2.7
87.6,9,2.0,82.12,62.39,79.55,96.39,90.8,54.39,66.98,C+,2.3
70.0,10,4.0,82.18,72.86,96.06,84.02,66.83,76.56,78.31,B+,3.3
85.6,13,3.28,68.07,75.63,97.73,54.07,97.32,77.15,77.32,B+,3.3
91.2,3,2.7,85.12,52.88,72.49,98.15,100.0,79.77,75.05,B,3.0
96.7,7,3.8,100.0,71.25,63.13,62.71,92.47,61.94,71.66,B-,2.7
80.8,5,2.42,78.39,38.14,83.59,93.82,84.32,54.48,60.35,C,2.0
79.6,1,3.24,100.0,71.6,80.49,70.0,75.99,57.24,71.14,B-,2.7
71.5,9,2.9,54.17,24.35,89.72,96.22,69.7,44.21,49.16,D,1.0
72.1,18,3.38,68.02,73.7,88.61,100.0,95.99,97.13,86.14,A-,3.7
